32.1390610 -110.9189340	05/25/2010	van	1005250355
32.1391258 -111.0088583	06/01/2010	sus	1006010692
32.1392830 -111.0102730	06/09/2010	veh	1006090097
32.1393336 -110.9588129	06/20/2010	ass	1006200261
32.1393542 -110.9860882	05/22/2010	veh	1005221014
32.1393680 -110.9490390	05/27/2010	sus	1005270660
32.1394781 -110.9129572	05/23/2010	van	1005230393
32.1394978 -110.9479837	06/14/2010	dru	1006130812
32.1395032 -110.9557373	06/14/2010	ass	1006140770
32.1395038 -110.9520887	06/16/2010	dru	1006160807
32.1395120 -110.9506239	05/30/2010	ass	1005300617
32.1395198 -110.9562518	06/07/2010	the	1006070800
32.1395280 -110.9562284	06/13/2010	dis	1006130790
32.1395615 -110.9777258	06/13/2010	sus	1006130268
32.1396045 -110.9733559	06/28/2010	sus	1006280772
32.1396770 -110.9059960	06/01/2010	sus	1006010402
32.1398129 -110.9140690	06/13/2010	van	1006130611
32.1398129 -110.9140690	06/17/2010	van	1006160824
32.1398129 -110.9140690	06/17/2010	van	1006170621
32.1398129 -110.9140690	06/21/2010	van	1006210196
32.1398430 -110.9132010	06/05/2010	veh	1006050255
32.1398450 -110.9453660	05/27/2010	bur	1005270720
32.1398450 -110.9453660	05/27/2010	sus	1005270812
32.1398450 -110.9453660	06/01/2010	fra	1006010230
32.1398450 -110.9453660	06/03/2010	ass	1006030255
32.1398450 -110.9453660	06/05/2010	dis	1006050151
32.1398450 -110.9453660	06/06/2010	van	1006060720
32.1398450 -110.9453660	06/08/2010	ass	1006080471
32.1398450 -110.9453660	06/09/2010	van	1006090642
32.1398450 -110.9453660	06/13/2010	sus	1006130037
32.1398450 -110.9453660	06/13/2010	the	1006130370
32.1398450 -110.9453660	06/14/2010	ass	1006140619
32.1398450 -110.9453660	06/15/2010	the	1006150125
32.1398450 -110.9453660	06/16/2010	ass	1006160760
32.1398450 -110.9453660	06/16/2010	bur	1006160216
32.1398450 -110.9453660	06/16/2010	dru	1006160781
32.1398450 -110.9453660	06/16/2010	dui	1006160791
32.1398450 -110.9453660	06/19/2010	ass	1006190404
32.1398450 -110.9453660	06/19/2010	dru	1006190064
32.1398450 -110.9453660	06/23/2010	ars	1006230361
32.1398450 -110.9453660	06/24/2010	ass	1006240699
32.1398450 -110.9453660	06/27/2010	bur	1006270637
32.1398450 -110.9453660	06/28/2010	ass	1006280878
32.1398450 -110.9453660	06/28/2010	van	1006280747
32.1402189 -110.9840698	06/27/2010	sus	1006270341
32.1403787 -110.9101953	06/01/2010	sus	1006010070
32.1403787 -110.9101953	06/06/2010	dis	1006060373
32.1404353 -110.9758973	06/06/2010	van	1006060572
32.1408289 -110.9531520	06/24/2010	sus	1006240040
32.1411010 -111.0092650	06/02/2010	dis	1006020577
32.1411010 -111.0092650	06/02/2010	van	1006020514
32.1412029 -111.0059004	05/23/2010	ass	1005230720
32.1412029 -111.0059004	05/23/2010	van	1005230550
32.1412601 -110.9680129	06/17/2010	fra	1006170401
32.1412610 -110.9691892	05/31/2010	dru	1005310781
32.1412714 -110.9654399	06/28/2010	the	1006280802
32.1412743 -110.9639101	06/19/2010	ass	1006190315
32.1412834 -110.9712966	06/22/2010	ass	1006220601
32.1413093 -110.9464403	05/30/2010	van	1005300839
32.1413093 -110.9464403	06/07/2010	dis	1006070025
32.1413093 -110.9464403	06/12/2010	veh	1006120568
32.1413129 -110.9561834	05/28/2010	ass	1005270796
32.1413129 -110.9561834	06/06/2010	the	1006060338
32.1413148 -110.9520668	06/14/2010	van	1006140224
32.1413188 -110.9588009	05/23/2010	van	1005230020
32.1413277 -110.9434876	06/15/2010	ass	1006150058
32.1416487 -110.9996494	05/22/2010	sus	1005220844
32.1418518 -110.9387438	05/24/2010	sus	1005240070
32.1418518 -110.9387438	06/24/2010	fra	1006240243
32.1419335 -110.9646956	06/07/2010	ass	1006070512
32.1419830 -110.9996900	05/26/2010	veh	1005260167
32.1419830 -110.9996900	06/05/2010	sus	1006050037
32.1420750 -110.9419720	05/22/2010	the	1005220324
32.1420750 -110.9419720	06/07/2010	sus	1006070013
32.1421266 -110.9840302	06/27/2010	ass	1006270181
32.1423256 -111.0080722	05/22/2010	dis	1005220542
32.1423256 -111.0080722	06/13/2010	van	1006130170
32.1424238 -110.7606284	05/22/2010	sus	1005220753
32.1427697 -110.9701371	06/03/2010	ass	1006030720
32.1427697 -110.9701371	06/13/2010	sex	1006130305
32.1427713 -110.9742660	06/15/2010	sus	1006150796
32.1428090 -110.7499510	06/15/2010	van	1006150178
32.1429479 -110.9566790	05/23/2010	the	1005230553
32.1429479 -110.9566790	05/29/2010	ass	1005290641
32.1429479 -110.9566790	06/01/2010	dui	1006010020
32.1429479 -110.9566790	06/05/2010	the	1006050839
32.1429479 -110.9566790	06/06/2010	the	1006060024
32.1429479 -110.9566790	06/16/2010	van	1006160327
32.1429479 -110.9566790	06/19/2010	van	1006190303
32.1429479 -110.9566790	06/24/2010	bur	1006240566
