31.9539480 -110.8507189
31.9539480 -110.8507189
31.9643510 -110.9782880
32.0563837 -110.7230916
32.0710250 -110.9583259
32.0710287 -110.9583262
32.0710287 -110.9583262
32.0710287 -110.9583262
32.0710300 -110.9583263
32.0710374 -110.9583268
32.0710497 -110.9583277
32.0710497 -110.9583277
32.0710510 -110.9583278
32.0710510 -110.9583278
32.0710510 -110.9583278
32.0710510 -110.9583278
32.0710510 -110.9583278
32.0710522 -110.9583279
32.0829390 -110.8282720
32.0844414 -110.8246088
32.0844510 -110.8261770
32.0844795 -110.8281139
32.0866081 -110.8356724
32.0888544 -110.8397589
32.0905804 -110.7749067
32.0952459 -110.7742579
32.0994958 -110.7701203
32.0998226 -110.7672069
32.1007345 -110.7884768
32.1008720 -110.7769940
32.1016660 -110.7893930
32.1016660 -110.7893930
32.1020420 -110.7850210
32.1025774 -110.7727945
32.1025774 -110.7727945
32.1032214 -110.7808428
32.1032214 -110.7808428
32.1032214 -110.7808428
32.1032214 -110.7808428
32.1058526 -110.7887647
32.1062504 -110.7727874
32.1062504 -110.7727874
32.1063390 -110.8562350
32.1071121 -110.7975878
32.1071802 -110.7832695
32.1074259 -110.7872850
32.1078053 -110.8621098
32.1079070 -110.8562880
32.1080722 -110.7966713
32.1080722 -110.7966713
32.1081740 -110.7848700
32.1081740 -110.7848700
32.1081740 -110.7848700
32.1098338 -110.9894003
32.1103046 -110.9888581
32.1103110 -110.7942570
32.1109014 -110.9854800
32.1111743 -110.8580561
32.1114285 -110.7854239
32.1115839 -110.7919301
32.1117370 -110.8056530
32.1118559 -110.8012918
32.1119148 -110.7898143
32.1123868 -110.7879926
32.1144940 -110.8041977
32.1150473 -110.7859806
32.1150700 -110.7880556
32.1152199 -110.7684967
32.1152376 -110.7727206
32.1152505 -110.8021236
32.1159934 -110.7939423
32.1170308 -110.8067129
32.1177627 -110.8134734
32.1182308 -110.7693916
32.1184268 -110.7898743
32.1184268 -110.7898743
32.1185060 -110.8044806
32.1189009 -110.7727167
32.1189345 -110.7726932
32.1190156 -110.7972779
32.1190358 -110.7972836
32.1194945 -110.9678283
32.1204722 -110.9675971
32.1207612 -110.9742081
32.1208855 -110.9742604
32.1216341 -110.8623495
32.1218060 -110.9818820
32.1218540 -110.8583940
32.1222078 -110.8666614
32.1222410 -110.9719630
32.1226300 -110.9782730
32.1231386 -110.9678873
32.1231416 -110.9648520
32.1231416 -110.9648520
32.1231416 -110.9648520
32.1231424 -110.9690662
32.1231658 -110.9690734
32.1232072 -110.9348543
32.1237908 -110.8665124
32.1241373 -110.9787628
32.1245884 -110.8663720
32.1247000 -110.9358610
32.1247000 -110.9358610
32.1247775 -110.9749674
32.1248963 -110.9777371
32.1254060 -110.8615210
32.1254197 -110.8612316
32.1257475 -110.9859926
32.1257475 -110.9859926
32.1258290 -110.9699930
32.1264780 -110.9220400
32.1264780 -110.9220400
32.1264870 -110.9672550
32.1266083 -110.9777377
32.1266654 -110.9839546
32.1266881 -110.9797789
32.1267062 -110.9775767
32.1267709 -110.9706822
32.1267724 -110.9647865
32.1268057 -110.9347342
32.1268060 -110.9310977
32.1268074 -110.9302229
32.1268092 -110.9349709
32.1268092 -110.9349709
32.1271547 -110.8665771
32.1275512 -110.9840023
32.1277476 -110.9808096
32.1278930 -110.8669320
32.1281508 -110.9777423
32.1285475 -110.9733486
32.1285616 -110.9670562
32.1285780 -110.9662268
32.1286447 -110.9057968
32.1288174 -110.9176591
32.1292878 -110.9955339
32.1292927 -110.9799061
32.1297890 -110.9837912
32.1299626 -111.0081096
32.1300830 -111.0096610
32.1303378 -110.9745178
32.1303382 -110.9755414
32.1303544 -110.9722749
32.1303559 -110.9744983
32.1315669 -111.0090205
32.1318340 -110.9967645
32.1321421 -110.9755508
32.1321488 -110.9745237
32.1329077 -110.9840100
32.1334500 -110.9272990
32.1336840 -110.9683100
32.1337117 -110.9988655
32.1337117 -110.9988655
32.1337117 -110.9988655
32.1338365 -110.9961871
32.1338365 -110.9961871
32.1338365 -110.9961871
32.1338750 -110.9989831
32.1338954 -110.9778353
32.1338954 -110.9778353
32.1339073 -111.0075302
32.1340064 -110.9819728
32.1340104 -110.9796956
32.1340135 -110.9438906
32.1340229 -110.9332382
32.1340229 -110.9332382
32.1340229 -110.9332382
32.1340279 -110.9260948
32.1340279 -110.9260948
32.1340295 -110.9261392
32.1340665 -110.9778539
32.1340712 -110.9767080
32.1340712 -110.9767080
32.1340712 -110.9767080
32.1340712 -110.9767080
32.1340712 -110.9767080
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340772 -110.9757986
32.1340786 -110.9679349
32.1340786 -110.9679349
32.1340795 -110.9755123
32.1340795 -110.9755123
32.1340795 -110.9755123
32.1340795 -110.9755123
32.1340819 -110.9615082
32.1340928 -110.9845037
32.1340928 -110.9845037
32.1340928 -110.9845037
32.1340928 -110.9845037
32.1340928 -110.9845037
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341099 -110.9683348
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9691768
32.1341340 -110.9692014
32.1341340 -110.9692014
32.1341340 -110.9692014
32.1341340 -110.9692014
32.1341340 -110.9692014
32.1341340 -110.9692014
32.1341824 -110.8749336
32.1342104 -110.9056014
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1343180 -110.9996110
32.1344540 -111.0069850
32.1344540 -111.0069850
32.1344540 -111.0069850
32.1344540 -111.0069850
32.1344540 -111.0069850
32.1344540 -111.0069850
32.1344540 -111.0069850
32.1344540 -111.0069850
32.1353549 -111.0046790
32.1353549 -111.0046790
32.1353549 -111.0046790
32.1357589 -110.9797127
32.1357601 -110.9638593
32.1357681 -110.9777758
32.1358384 -110.9679755
32.1361816 -110.9990663
32.1363784 -110.9022131
32.1370531 -111.0055987
32.1371640 -110.9685600
32.1371640 -110.9685600
32.1372590 -111.0100563
32.1372755 -111.0619890
32.1373012 -110.9261784
32.1374570 -111.0049810
32.1375153 -110.9819565
32.1375153 -110.9819565
32.1375153 -110.9819565
32.1375153 -110.9819565
32.1376294 -110.9679362
32.1376819 -110.9562237
32.1376819 -110.9562237
32.1376956 -110.7717058
32.1377159 -110.9615807
32.1377159 -110.9615807
32.1377920 -111.0081400
32.1377920 -111.0081400
32.1377920 -111.0081400
